"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.898399292E0,3.508703613E-1,9.589358826E0,2.615361328E0
3.908422292E0,3.576063538E-1,9.501940613E0,2.598147125E0
3.918446292E0,3.104544067E-1,9.445657654E0,2.552641754E0
3.928470292E0,2.736309814E-1,9.410331116E0,2.519710236E0
3.938494292E0,2.353106689E-1,9.391320648E0,2.536924438E0
3.948518292E0,2.561174011E-1,9.422006836E0,2.554138641E0
3.958542292E0,2.987786865E-1,9.406738586E0,2.585124207E0
3.968566292E0,2.996768188E-1,9.415869598E0,2.579585724E0
3.978590292E0,2.740800476E-1,9.376501465E0,2.578238525E0
3.988614292E0,3.023712158E-1,9.405092010E0,2.642454987E0
3.998638292E0,3.141966248E-1,9.435778198E0,2.641407166E0
4.008662292E0,3.275189209E-1,9.434730377E0,2.601440277E0
4.018685292E0,3.234773254E-1,9.447154541E0,2.581381989E0
4.028709292E0,3.517684937E-1,9.445507965E0,2.567460938E0
4.038733292E0,3.655398560E-1,9.440867615E0,2.572101288E0
4.048757292E0,3.745211792E-1,9.435778198E0,2.584824829E0
4.058781292E0,3.689826965E-1,9.447004852E0,2.572849731E0
4.068805292E0,3.555107117E-1,9.467661896E0,2.549947357E0
4.078829292E0,3.674858093E-1,9.517358551E0,2.585573273E0
4.088853292E0,3.670367432E-1,9.535321198E0,2.607128448E0
4.098877292E0,3.429368591E-1,9.514514465E0,2.570155334E0
4.108901292E0,3.559597778E-1,9.489666138E0,2.543660431E0
4.118925292E0,3.408412170E-1,9.445507965E0,2.514920197E0
4.128949292E0,2.926414490E-1,9.450747070E0,2.520758057E0
4.138972292E0,3.077600098E-1,9.470505981E0,2.545307007E0
